"","sesso","titolo","giuridica2","area","corso","aula","edizione","ore","trimestre","iscritti","formati","esito"
"2761","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE PROGETTI - CORSO BASE                                                  ","DENTRO","C09MS",24,4,1,NA,0
"2762","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","A09MS",16,2,1,NA,0
"2763","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","LINGUAGGIO SQL                                                                  ","FUORI","A09MM",24,3,1,NA,0
"2764","F","Titolo non assegnato               ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","D09AL",28,4,1,NA,0
"2765","F","Titolo non assegnato               ","Categoria D","COMUNICAZIONE                           ","CERIMONIALE, RELAZIONI ESTERNE ED ORGANIZZAZIONE EVENTI                         ","FUORI","A09MS",16,2,1,NA,0
"2766","F","Titolo non assegnato               ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","C09GR",16,4,1,NA,0
"2767","F","Titolo non assegnato               ","Categoria D","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","C09AL",28,4,1,1,1
"2768","F","Titolo non assegnato               ","Qualifica dirigenziale","MANAGERIALE                             ","COMUNICARE IL CAMBIAMENTO                                                       ","FUORI","A09MM",16,3,1,1,1
"2769","F","Titolo non assegnato               ","Qualifica dirigenziale","MANAGERIALE                             ","EUNOMIAMASTER                                                                   ","FUORI","A09RP",37,1,1,1,1
"2770","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","STRUMENTI E METODI DI PROGRAMMAZIONE                                            ","FUORI","MPV4 ",32,2,1,NA,0
"2771","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","UNA REGIONE VERSO IL FUTURO                                                     ","FUORI","MPV4 ",30,2,1,1,1
"2772","F","LAUREA                             ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","DENTRO","A08AL",16,1,1,1,1
"2773","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","ESPERIENZE DI FORMAZIONE E VALUTAZIONE DI PIANI REGIONALI                       ","FUORI","MPV4 ",34,2,1,1,1
"2774","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","QSN: PROGRAMMAZIONE EUROPEA E NAZIONALE                                         ","FUORI","MPV4 ",21,2,1,1,1
"2775","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","VALUTAZIONE, MONITORAGGIO E CONTROLLO                                           ","FUORI","MPV4 ",31,2,1,1,1
"2776","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","PROJECT WORK                                                                    ","FUORI","MPV4 ",22,3,1,1,1
"2777","F","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,NA,0
"2778","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","INTERVENTO FORMATIVO PER PERSONALE IN RIENTRO DA PERIODI DI ASSENZA DI ALMENO 5 ","DENTRO","A09MS",12,4,1,NA,0
"2779","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","A09MS",8,3,1,NA,0
"2780","F","LAUREA                             ","Categoria D","EUROPEA                                 ","EUROPROGETTAZIONE                                                               ","FUORI","A09AL",32,3,1,1,1
"2781","M","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,1,1
"2782","M","LAUREA                             ","Categoria C","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","B09AL",8,3,1,1,1
"2783","M","LAUREA                             ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","E09AL",16,4,1,1,1
"2784","M","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ","DENTRO","A09MM",24,3,1,1,1
"2785","M","LAUREA                             ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","C09AT",16,4,1,1,1
"2786","F","SPECIALIZZAZIONI POSTLAUREA        ","Categoria C","LINGUISTICA                             ","LINGUA INGLESE                                                                  ","FUORI","D09BB",36,1,1,1,1
"2787","F","SPECIALIZZAZIONI POSTLAUREA        ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","D09AT",20,4,1,1,1
"2788","F","LAUREA                             ","Categoria C","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","FUORI","B09GR",16,4,1,1,1
"2789","F","LAUREA                             ","Categoria C","COMUNICAZIONE                           ","QUALITA' ED EFFICACIA SITO WEB: STRUMENTI E TECNICHE                            ","DENTRO","A09GR",16,3,1,1,1
"2790","F","LAUREA                             ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","A09CB",33,4,1,1,1
"2791","F","LAUREA                             ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,NA,0
"2792","F","LAUREA                             ","Categoria C","LINGUISTICA                             ","LINGUA INGLESE                                                                  ","FUORI","E09BB",36,1,1,1,1
"2793","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","C09NA",26,4,1,1,1
"2794","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","C09AL",28,4,1,1,1
"2795","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","A09AL",16,2,1,1,1
"2796","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","B09MS",16,4,1,NA,0
"2797","F","LAUREA                             ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","B09AL",16,4,1,1,1
"2798","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","B09FV",16,3,1,1,1
"2799","M","LAUREA                             ","Categoria D","EUROPEA                                 ","EUROPROGETTAZIONE                                                               ","FUORI","A09AL",32,3,1,1,1
"2800","M","LAUREA                             ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","C09GR",16,4,1,1,1
"2801","M","LICENZA SCUOLA MEDIA               ","Categoria B","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","C09FV",16,2,1,NA,0
"2802","M","LICENZA SCUOLA MEDIA               ","Categoria B","SISTEMI INFORMATIVI E TECNOLOGIE        ","UTILIZZO EFFICACE E CORRETTO DELLA PROPRIA POSTAZIONE DI LAVORO                 ","DENTRO","C09MM",16,4,1,NA,0
"2803","F","LAUREA                             ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","D09GR",16,4,1,NA,0
"2804","F","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","A09NA",26,4,1,1,1
"2805","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","B09AT",20,2,1,1,1
"2806","F","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","ELEMENTI DI ORGANIZZAZIONE - CORSO BASE                                         ","DENTRO","A09MS",16,1,1,1,1
"2807","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","B09MS",8,3,1,1,1
"2808","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","A09AT",16,2,1,1,1
"2809","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","D08EB",16,1,1,NA,0
"2810","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","B09MS",16,4,1,NA,0
"2811","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","B09MS",8,3,1,1,1
"2812","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","D08EB",16,1,1,1,1
"2813","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","B09MS",16,4,1,1,1
"2814","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","D09AT",16,4,1,1,1
"2815","M","DIPLOMA DI MATURITA                ","Categoria C","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","B09MS",16,4,1,1,1
"2816","M","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","EUROPROGETTAZIONE                                                               ","FUORI","A09AL",32,3,1,1,1
"2817","M","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,1,1
"2818","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","INTERVENTO FORMATIVO PER PERSONALE IN RIENTRO DA PERIODI DI ASSENZA DI ALMENO 5 ","DENTRO","A09MS",12,4,1,1,1
"2819","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","B09AL",24,4,1,1,1
"2820","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","A09AL",24,2,1,NA,0
"2821","F","Titolo non assegnato               ","Categoria C","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","B09AL",8,3,1,1,1
"2822","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIRE IL CAMBIAMENTO                                                          ","DENTRO","POGRU",16,1,1,NA,0
"2823","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ","FUORI","C09FV",12,4,1,1,1
"2824","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ","DENTRO","A09AT",16,4,1,1,1
"2825","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,1,1
"2826","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","D09NA",26,4,1,1,1
"2827","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,1,1
"2828","M","LICENZA SCUOLA MEDIA               ","Categoria B","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","B09AL",8,3,1,1,1
"2829","M","DIPLOMA UNIVERSITARIO              ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","B09AL",16,2,1,1,1
"2830","M","DIPLOMA UNIVERSITARIO              ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","C09NA",26,4,1,1,1
